student_id,age,gender,graduation_percentage,graduation_stream,prep_months,daily_study_hours,mock_tests_attempted,revision_cycles,attempt_number,ncert_read,standard_books,coaching,online_resources,gs_history,gs_geography,gs_polity,gs_economy,gs_sciencetech,gs_environment,gs_currentaffairs,gs_artculture,gs_total_score,csat_comprehension,csat_logicalreasoning,csat_quantitative,csat_datainterpretation,csat_decisionmaking,csat_total_score,csat_qualified,weekly_quizzes,avg_quiz_score,study_streak_days,test_attendance_percent,target,gs_history_pct,gs_geography_pct,gs_polity_pct,gs_economy_pct,gs_sciencetech_pct,gs_environment_pct,gs_currentaffairs_pct,gs_artculture_pct,csat_comprehension_pct,csat_logicalreasoning_pct,csat_quantitative_pct,csat_datainterpretation_pct,csat_decisionmaking_pct,gs_average_pct,csat_average_pct,overall_score,performance_category,weak_subjects_count,very_weak_subjects,strong_subjects_count,weakest_subject,weakest_subject_score,strongest_subject,strongest_subject_score,study_efficiency,mock_efficiency,subject_variance,consistency_score,improvement_needed,quick_wins_count,estimated_hours_needed,test_readiness,streak_quality,revision_effectiveness,weekly_study_hours,preparation_intensity,csat_risk,overall_risk,qualification_probability,gender_encoded,coaching_encoded,graduation_stream_encoded,target_encoded,has_coaching,regular_quiz_taker,high_mock_tester,consistent_student,ncert_reader,standard_books_user
550,21,Female,61,Commerce,7,10.8,50,5,6,1,1,1,0,16.1,9.7,11.9,14.3,13.8,15.5,11.5,11.5,104.3,14.8,17.0,10.5,12.8,5.5,61.2,0,4,69.1,21,73.2,0,64.4,38.8,47.6,57.2,55.2,62.0,46.0,46.0,41.926345609065166,57.6271186440678,34.7682119205298,49.42084942084943,23.809523809523807,52.15,41.5104098808072,48.95812296424216,Average,4,0,0,geography,38.8,history,64.4,4.148993471545945,0.9599631953772972,79.49428571428575,87.21833525512336,21.041877035757842,5,42.083754071515685,71.15,226.8,3.4549999999999996,75.60000000000001,75.60000000000001,Medium,Medium,0.4826423606400798,0,1,1,0,1,1,1,0,1,1
551,30,Female,89,Commerce,8,5.1,66,4,2,0,1,1,1,14.3,11.3,8.0,2.7,6.0,10.3,12.2,10.1,74.2,22.7,17.8,8.0,9.0,14.4,72.4,1,2,83.5,25,30.2,0,57.2,45.2,32.0,10.8,24.0,41.2,48.8,40.4,64.30594900849859,60.33898305084746,26.490066225165563,34.74903474903475,62.33766233766234,37.45,49.644339074241735,41.10830172227252,Needs Improvement,7,3,0,economy,10.8,history,57.2,6.739065856110249,0.6135567421234704,217.5057142857143,65.02786212726078,28.89169827772748,5,57.78339655545496,56.85,127.49999999999999,3.34,35.699999999999996,40.8,Medium,Medium,0.3559972740718683,0,1,1,0,1,0,1,0,0,1
552,30,Male,82,Science,45,9.4,75,3,6,1,1,0,1,18.1,18.1,15.2,13.2,19.8,15.2,9.6,12.7,121.7,23.4,17.4,15.7,10.6,17.1,86.5,1,5,93.4,16,85.5,1,72.4,72.4,60.8,52.8,79.2,60.8,38.4,50.8,66.28895184135978,58.98305084745762,51.98675496688742,40.92664092664093,74.02597402597402,60.95,58.44227452166395,60.197682356499186,Good,1,0,1,currentaffairs,38.4,sciencetech,79.2,5.788238688124921,0.7920747678486735,181.89428571428581,70.75372452096893,9.802317643500814,2,19.604635287001628,89.45,150.4,2.802,65.8,423.0,Low,Low,0.663704211597544,1,0,4,1,1,1,1,0,1,1
553,21,Male,68,Engineering,46,9.7,92,1,3,1,1,0,1,13.1,22.8,15.2,20.4,10.1,14.7,14.2,11.9,123.0,28.3,14.0,19.9,14.9,13.4,90.0,1,8,93.2,18,47.0,1,52.4,91.2,60.8,81.6,40.4,58.8,56.8,47.6,80.16997167138811,47.45762711864407,65.89403973509933,57.528957528957534,58.00865800865801,61.2,61.8118508125494,61.38355524376482,Good,2,0,2,sciencetech,40.4,geography,91.2,5.736780863903254,0.6600382284275786,290.92571428571426,53.222864860643426,8.616444756235182,5,17.232889512470365,70.1,174.6,0.932,67.89999999999999,446.2,Low,Low,0.6811156641753041,1,0,2,1,1,1,1,0,1,1
554,22,Male,64,Commerce,25,9.2,47,6,6,1,1,1,0,12.3,11.4,10.6,12.8,13.6,14.3,13.6,12.4,103.2,23.2,16.2,10.4,10.2,11.4,73.1,1,4,83.4,16,50.9,0,49.2,45.6,42.4,51.2,54.4,57.2,54.4,49.6,65.72237960339945,54.91525423728814,34.437086092715234,39.38223938223938,49.35064935064935,50.50000000000001,48.76152173325831,49.9784565199775,Average,4,0,0,polity,42.4,environment,57.2,4.899848678429167,1.041217844166198,23.98857142857143,96.14294442734486,20.0215434800225,8,40.043086960045,67.15,147.2,5.0040000000000004,64.39999999999999,229.99999999999997,Medium,Medium,0.4996409420613459,1,1,1,0,1,1,0,0,1,1
555,34,Male,70,Engineering,6,6.3,16,4,4,0,1,1,1,13.2,8.8,12.5,1.5,6.8,9.5,9.7,5.7,65.6,15.2,19.9,5.2,11.8,8.8,63.5,0,7,66.8,45,54.1,0,52.8,35.2,50.0,6.0,27.2,38.0,38.8,22.8,43.05949008498583,67.45762711864406,17.218543046357617,45.55984555984556,38.0952380952381,33.85,42.27814878101423,36.37844463430427,Needs Improvement,6,3,0,economy,6.0,history,52.8,4.983348580041682,2.1399085079002513,229.34571428571425,63.12414151112418,33.62155536569573,2,67.24311073139145,60.45,283.5,2.6719999999999997,44.1,37.8,Medium,High,0.28738803739692015,1,1,2,0,1,1,0,1,0,1
556,26,Male,70,Engineering,29,11.0,6,3,1,1,1,1,0,15.0,10.0,7.1,12.2,7.0,11.8,6.9,16.0,87.0,22.1,11.5,0.9,13.1,13.7,60.2,0,2,49.0,29,83.4,0,60.0,40.0,28.4,48.8,28.0,47.2,27.6,64.0,62.60623229461757,38.983050847457626,2.980132450331126,50.57915057915058,59.3073593073593,43.0,42.89118509578324,42.96735552873497,Needs Improvement,6,3,0,currentaffairs,27.6,artculture,64.0,3.580612960727914,6.138193646962138,209.37142857142857,66.33575126677354,27.03264447126503,3,54.06528894253006,66.2,319.0,1.47,77.0,319.0,Medium,Medium,0.384890134869749,1,1,2,0,1,0,0,0,1,1
557,29,Female,85,Arts,20,5.5,12,7,1,1,1,1,0,12.3,12.1,11.9,12.0,16.6,9.9,10.3,0.0,86.8,27.1,23.9,19.0,16.0,9.5,94.7,1,3,42.4,16,48.6,0,49.2,48.4,47.6,48.0,66.4,39.6,41.2,0.0,76.77053824362608,81.01694915254237,62.913907284768214,61.77606177606177,41.12554112554112,42.550000000000004,64.72059951650792,49.20117985495237,Average,7,1,0,artculture,0.0,sciencetech,66.4,7.569412285377288,3.784706142688644,360.50000000000006,42.03620928063799,20.798820145047628,5,41.597640290095256,45.5,88.0,2.968,38.5,110.0,Low,Medium,0.48668947655472766,0,1,0,0,1,0,0,0,1,1
558,28,Male,79,Arts,23,4.0,65,8,1,1,1,1,1,14.2,8.4,12.1,11.7,15.1,10.7,9.4,9.4,88.8,17.0,21.5,11.6,15.9,12.9,77.4,1,3,52.7,14,49.9,0,56.8,33.6,48.4,46.8,60.4,42.8,37.6,37.6,48.158640226628904,72.88135593220339,38.41059602649007,61.38996138996139,55.84415584415584,45.50000000000001,55.336941883887924,48.451082565166374,Average,6,1,0,geography,33.6,sciencetech,60.4,9.690216513033274,0.7341073115934299,90.50285714285711,85.44829772279365,21.548917434833626,4,43.09783486966725,51.3,56.0,4.216,28.0,92.0,Low,Medium,0.47420762373873554,1,1,0,0,1,0,1,0,1,1
559,33,Male,67,Arts,30,9.5,3,8,2,1,1,0,1,10.9,9.3,17.9,11.0,14.0,11.9,11.9,17.0,103.6,16.2,20.5,15.5,16.0,12.0,77.5,1,5,58.7,16,67.9,0,43.6,37.2,71.6,44.0,56.0,47.6,47.6,68.0,45.892351274787536,69.49152542372882,51.324503311258276,61.77606177606177,51.94805194805194,51.95,56.08649874677767,53.1909496240333,Average,5,0,0,geography,37.2,polity,71.6,5.06580472609841,13.297737406008325,149.77999999999994,75.91729105701515,16.8090503759667,5,33.6181007519334,63.300000000000004,152.0,4.696000000000001,66.5,285.0,Low,Medium,0.5529828369779585,1,0,0,0,1,1,0,0,1,1
560,25,Male,60,Arts,37,7.9,9,2,2,0,1,1,1,10.0,12.8,11.0,11.5,14.0,6.8,12.1,9.8,86.4,17.5,14.2,10.8,11.6,12.4,70.2,1,4,47.1,15,62.4,0,40.0,51.2,44.0,46.0,56.0,27.2,48.4,39.2,49.57507082152975,48.135593220338976,35.76158940397352,44.78764478764479,53.67965367965368,43.99999999999999,46.387910382628135,44.71637311478843,Needs Improvement,6,1,0,environment,27.2,sciencetech,56.0,5.024311585931284,4.471637311478843,77.21142857142857,87.58538949554159,25.283626885211568,6,50.567253770423136,54.75,118.5,0.9420000000000001,55.300000000000004,292.3,Medium,Medium,0.41283889804642,1,1,0,0,1,1,0,0,0,1
561,21,Female,63,Medical,24,10.7,87,2,3,1,1,1,0,16.6,10.1,16.2,13.3,18.6,13.6,14.9,15.3,119.2,20.9,20.0,17.5,13.9,8.6,87.3,1,6,52.4,25,96.9,1,66.4,40.4,64.8,53.2,74.4,54.4,59.6,61.2,59.20679886685553,67.79661016949152,57.94701986754966,53.66795366795367,37.229437229437224,59.300000000000004,55.16956396025753,58.060869188077255,Average,1,0,0,geography,40.4,sciencetech,74.4,4.962467451972415,0.6597826044099688,104.40000000000002,83.21381483744412,11.939130811922745,4,23.87826162384549,74.65,267.5,1.048,74.89999999999999,256.79999999999995,Low,Low,0.6312053543903624,0,1,3,1,1,1,1,0,1,1
562,33,Male,90,Science,42,7.3,16,4,1,1,1,1,1,14.6,14.5,11.4,8.6,12.0,19.9,12.6,12.4,105.5,24.3,14.1,15.8,14.9,10.0,79.5,1,6,44.6,14,48.4,1,58.4,58.0,45.6,34.4,48.0,79.6,50.4,49.6,68.83852691218131,47.79661016949153,52.317880794701985,57.528957528957534,43.290043290043286,53.0,53.95440373907513,53.28632112172254,Average,4,1,1,economy,34.4,environment,79.6,6.42003868936416,3.1344894777483847,172.25142857142853,72.30417265790453,16.713678878277463,6,33.427357756554926,46.5,102.2,1.784,51.1,306.59999999999997,Low,Medium,0.5545539790385442,1,1,4,1,1,1,0,0,1,1
563,27,Female,74,Arts,25,5.5,51,4,3,1,1,1,0,16.1,11.1,11.0,11.1,13.1,12.2,10.2,9.6,94.2,19.5,12.6,17.6,16.8,12.1,77.9,1,4,68.8,9,36.4,0,64.4,44.4,44.0,44.4,52.4,48.8,40.8,38.4,55.24079320113315,42.71186440677966,58.278145695364245,64.86486486486487,52.38095238095237,47.2,54.69532410981886,49.44859723294566,Average,6,0,0,artculture,38.4,history,64.4,7.607476497376255,0.9509345621720319,67.10857142857147,89.20979975100951,20.55140276705434,6,41.10280553410868,52.599999999999994,49.5,2.752,38.5,137.5,Low,Medium,0.4908109886269268,0,1,0,0,1,1,1,0,1,1
564,25,Male,72,Engineering,5,10.6,5,9,1,0,1,0,0,13.3,5.8,6.0,4.8,19.7,10.1,8.2,13.1,80.4,18.1,17.4,20.9,19.1,11.9,90.9,1,3,46.9,20,67.9,0,53.2,23.2,24.0,19.2,78.8,40.4,32.8,52.4,51.27478753541077,58.98305084745762,69.20529801324503,73.74517374517376,51.515151515151516,40.5,60.94469233128774,46.63340769938632,Average,5,4,1,economy,19.2,sciencetech,78.8,4.020121353395372,7.772234616564386,407.76000000000005,34.43740553751165,23.366592300613682,3,46.733184601227364,57.400000000000006,212.0,4.221,74.2,53.0,Low,Medium,0.4441244834775201,1,0,2,0,1,0,0,0,0,1
565,26,Male,75,Science,42,8.3,82,1,2,1,1,0,1,12.3,6.7,14.7,13.2,16.2,12.3,11.6,12.8,100.9,24.3,18.0,14.3,16.9,13.1,87.8,1,2,80.9,19,42.9,0,49.2,26.8,58.8,52.8,64.8,49.2,46.4,51.2,68.83852691218131,61.016949152542374,47.35099337748345,65.25096525096525,56.709956709956714,49.9,59.83347828062582,52.880043484187745,Average,4,1,0,geography,26.8,sciencetech,64.8,5.686026181095456,0.6371089576408162,122.59428571428569,80.28840632307205,17.119956515812255,6,34.23991303162451,61.900000000000006,157.70000000000002,0.809,58.10000000000001,348.6,Low,Medium,0.5478538036596426,1,0,4,0,1,0,1,0,1,1
566,33,Male,58,Arts,12,5.7,68,0,4,1,1,0,0,11.8,13.4,3.3,3.0,9.5,8.3,8.2,8.5,66.3,20.8,11.5,9.4,11.9,0.0,52.1,0,5,58.3,20,59.0,0,47.2,53.6,13.2,12.0,38.0,33.2,32.8,34.0,58.923512747875364,38.983050847457626,31.12582781456954,45.94594594594595,0.0,33.0,34.99566747116969,33.598700241350905,Needs Improvement,7,5,0,economy,12.0,geography,53.6,5.014731379306105,0.4869376846572595,212.16,65.88738463517382,36.401299758649095,2,72.80259951729819,58.65,114.0,0.0,39.9,68.4,Medium,High,0.2509748203431357,1,0,0,0,1,1,1,0,1,1
567,27,Female,87,Science,27,9.5,95,7,4,1,1,0,0,20.1,9.9,12.3,9.6,19.4,20.8,14.5,17.8,124.7,23.9,9.1,30.2,14.8,16.1,92.3,1,5,77.0,17,43.1,1,80.4,39.6,49.2,38.4,77.6,83.2,58.0,71.2,67.70538243626062,30.84745762711864,100.0,57.14285714285715,69.6969696969697,62.199999999999996,65.07853338064123,63.06356001419236,Good,3,0,3,economy,38.4,environment,83.2,6.006053334684987,0.6569120834811705,336.32000000000005,45.924044120011565,6.936439985807638,2,13.872879971615276,60.05,161.5,5.390000000000001,66.5,256.5,Low,Low,0.7049337669684487,0,0,4,1,1,1,1,0,1,1
568,23,Male,81,Science,10,8.1,73,2,4,1,1,1,1,14.0,13.6,11.8,14.7,15.9,18.5,7.6,6.3,102.6,32.1,14.8,3.4,14.6,23.1,89.6,1,3,88.5,26,91.7,0,56.0,54.4,47.2,58.8,63.6,74.0,30.4,25.2,90.93484419263457,50.16949152542372,11.258278145695364,56.37065637065637,100.0,51.2,61.74665404688201,54.3639962140646,Average,3,2,0,artculture,25.2,environment,74.0,5.974065518029077,0.7346485974873594,269.8971428571429,56.60399027926441,15.6360037859354,4,31.2720075718708,90.1,210.6,1.77,56.699999999999996,81.0,Low,Medium,0.5722245512326202,1,1,4,0,1,0,1,0,1,1
569,32,Female,61,Engineering,13,8.7,8,0,6,0,0,1,1,5.0,7.8,7.4,4.1,5.1,6.2,4.9,6.0,47.4,23.3,6.7,10.4,7.8,12.5,61.5,0,2,44.7,26,52.9,0,20.0,31.2,29.6,16.4,20.4,24.8,19.6,24.0,66.00566572237962,22.71186440677966,34.437086092715234,30.115830115830118,54.112554112554115,23.250000000000004,41.47660009005175,28.71798002701553,Needs Improvement,8,8,0,economy,16.4,geography,31.2,2.960616497630467,3.190886669668392,26.48857142857143,95.74097639184303,41.28201997298447,0,82.56403994596894,48.8,226.2,0.0,60.89999999999999,113.1,Medium,High,0.19484956576996112,0,1,2,0,1,0,0,0,0,0
570,30,Male,60,Arts,7,7.8,90,0,4,1,1,0,1,19.9,7.0,4.6,16.3,10.9,8.9,6.5,9.5,83.2,23.2,15.2,12.3,8.4,2.4,63.7,0,3,94.4,10,84.2,0,79.6,28.0,18.4,65.2,43.6,35.6,26.0,38.0,65.72237960339945,51.52542372881356,40.728476821192054,32.432432432432435,10.38961038961039,41.8,40.15966459508958,41.30789937852687,Needs Improvement,6,3,1,polity,18.4,history,79.6,4.6940794748325985,0.453932960203592,431.4514285714285,30.62812673707616,28.69210062147313,1,57.38420124294626,89.30000000000001,78.0,0.0,54.6,54.6,Medium,Medium,0.35905377912489583,1,0,0,0,1,0,1,0,1,1
571,23,Male,69,Arts,47,10.5,76,1,5,1,1,0,1,12.1,13.9,14.6,19.4,18.3,10.1,13.7,14.8,119.5,25.0,15.8,15.4,12.9,11.3,81.8,1,4,75.5,15,96.4,1,48.4,55.6,58.4,77.6,73.2,40.4,54.8,59.2,70.8215297450425,53.559322033898304,50.993377483443716,49.80694980694981,48.917748917748916,58.449999999999996,54.81978559741665,57.36093567922499,Average,2,0,1,environment,40.4,economy,77.6,4.98790745036739,0.7449472166133115,147.58571428571426,76.2701041441756,12.639064320775013,6,25.278128641550026,85.95,157.5,0.755,73.5,493.5,Low,Low,0.6202781617358808,1,0,0,1,1,1,1,0,1,1
572,25,Female,72,Science,39,10.5,82,5,1,1,1,1,0,15.7,18.1,20.9,25.0,10.3,13.7,13.0,17.3,132.1,31.7,15.0,1.6,21.6,12.8,80.3,1,8,42.9,16,95.8,1,62.8,72.4,83.6,100.0,41.2,54.8,52.0,69.2,89.80169971671388,50.847457627118644,5.298013245033113,83.39768339768341,55.41125541125541,67.0,56.9512218795609,63.98536656386827,Good,1,0,2,sciencetech,41.2,economy,100.0,5.563944918597241,0.7709080308899792,350.8114285714286,43.594007690222746,6.0146334361317315,3,12.029266872263463,69.35,168.0,2.145,73.5,409.5,Low,Low,0.7175533811806496,0,1,4,1,1,1,1,0,1,1
573,26,Female,86,Arts,47,9.4,20,5,4,1,1,1,0,15.2,15.0,13.2,17.4,12.9,8.0,14.8,15.4,109.3,23.5,28.8,11.2,14.7,12.9,89.6,1,5,57.3,27,66.7,1,60.8,60.0,52.8,69.6,51.6,32.0,59.2,61.6,66.57223796033995,97.6271186440678,37.086092715231786,56.75675675675676,55.84415584415584,55.95,62.777272384110425,57.99818171523313,Average,1,1,0,environment,32.0,economy,69.6,5.576748241849339,2.761818176915863,124.4542857142857,79.9893421046587,12.00181828476687,3,24.00363656953374,62.0,253.8,2.8649999999999998,65.8,441.8,Low,Low,0.630231974536104,0,1,0,1,1,1,0,0,1,1
574,29,Female,65,Commerce,40,4.8,23,2,5,1,0,0,0,17.2,7.3,9.7,0.0,12.7,10.8,9.7,14.0,78.7,14.1,17.0,8.0,17.1,5.0,59.4,0,7,88.7,17,98.8,0,68.8,29.2,38.8,0.0,50.8,43.2,38.8,56.0,39.94334277620396,57.6271186440678,26.490066225165563,66.02316602316604,21.645021645021643,40.7,42.345743062725,41.1937229188175,Needs Improvement,5,2,0,economy,0.0,history,68.8,7.102366020485776,1.716405121617396,418.2742857142857,32.74684282820115,28.8062770811825,3,57.612554162365,93.75,81.6,1.774,33.6,192.0,Medium,Medium,0.35730393795826726,0,0,1,0,1,1,0,0,1,0
575,33,Female,74,Science,31,10.6,3,3,5,1,1,1,1,10.0,13.0,13.8,5.3,13.8,16.1,8.1,13.8,90.8,19.2,20.0,20.3,9.1,8.7,77.7,1,2,72.8,10,75.9,0,40.0,52.0,55.2,21.2,55.2,64.4,32.4,55.2,54.39093484419264,67.79661016949152,67.21854304635761,35.13513513513514,37.662337662337656,46.949999999999996,52.44071217150291,48.597213651450865,Average,3,2,0,economy,21.2,environment,64.4,4.189414969952661,12.149303412862716,208.18000000000006,66.52731774769268,21.402786348549135,5,42.80557269709827,74.35,106.0,2.184,74.2,328.59999999999997,Low,Medium,0.4766372522419771,0,1,4,0,1,0,0,0,1,1
576,34,Female,78,Science,7,9.1,23,1,5,1,1,0,1,10.2,8.6,7.0,4.7,13.3,10.2,7.9,8.0,70.9,15.9,23.5,7.8,12.7,15.2,74.9,1,7,55.8,40,39.0,0,40.8,34.4,28.0,18.8,53.2,40.8,31.6,32.0,45.042492917847035,79.66101694915254,25.82781456953642,49.034749034749034,65.8008658008658,34.95,53.073387854430166,40.38701635632905,Needs Improvement,7,5,0,economy,18.8,sciencetech,53.2,3.9987144907256487,1.682792348180377,104.40857142857145,83.2124366613224,29.61298364367095,3,59.2259672873419,47.4,364.0,0.5579999999999999,63.699999999999996,63.699999999999996,Low,Medium,0.3450509009189781,0,0,4,0,1,1,0,1,1,1
577,32,Female,69,Medical,11,9.3,58,1,3,1,1,0,1,14.4,8.0,8.6,20.3,14.9,11.9,11.6,12.9,103.4,20.0,17.7,6.0,14.8,14.2,71.8,1,4,91.7,26,92.2,0,57.6,32.0,34.4,81.2,59.6,47.6,46.4,51.6,56.657223796033996,60.0,19.867549668874172,57.14285714285715,61.471861471861466,51.300000000000004,51.02789841592536,51.218369524777614,Average,4,2,1,geography,32.0,economy,81.2,4.972657235415302,0.8681079580470782,242.64000000000004,60.98659034633565,18.781630475222386,5,37.56326095044477,91.95,241.8,0.917,65.10000000000001,102.30000000000001,Low,Medium,0.5202950020492233,0,0,3,0,1,1,1,0,1,1
578,25,Female,61,Commerce,4,7.1,98,6,3,1,1,0,1,12.9,16.2,12.7,11.7,12.2,9.2,10.7,15.0,102.4,20.4,11.1,4.3,14.7,10.5,60.4,0,3,83.3,15,62.8,0,51.6,64.8,50.8,46.8,48.8,36.8,42.8,60.0,57.79036827195468,37.6271186440678,14.23841059602649,56.75675675675676,45.45454545454545,50.300000000000004,42.37343994467024,47.92203198340107,Average,4,0,0,environment,36.8,geography,64.8,5.91630024486433,0.48406092912526333,79.89714285714285,87.1535609774025,22.07796801659893,5,44.15593603319786,73.05,106.5,4.997999999999999,49.699999999999996,28.4,Medium,Medium,0.4654224798372913,0,0,1,0,1,0,1,0,1,1
579,21,Female,75,Arts,3,11.1,2,0,5,1,1,0,0,7.0,8.4,17.6,10.6,5.9,1.9,4.7,9.0,63.5,19.5,10.3,4.2,7.0,14.5,56.8,0,5,80.5,14,40.7,0,28.0,33.6,70.4,42.4,23.6,7.6,18.8,36.0,55.24079320113315,34.91525423728814,13.907284768211921,27.027027027027028,62.77056277056276,32.55,38.77218440084461,34.416655320253376,Needs Improvement,7,5,0,environment,7.6,polity,70.4,2.844351679359783,11.47221844008446,350.7171428571429,43.609167627561675,35.583344679746624,1,71.16668935949325,60.6,155.4,0.0,77.7,33.3,Medium,High,0.26136429441321846,0,0,0,0,1,1,0,0,1,1
580,34,Female,80,Science,42,9.6,67,6,6,1,1,0,1,18.0,10.4,13.2,22.9,18.1,18.5,13.6,19.3,135.1,24.7,22.1,13.6,10.2,11.6,81.8,1,4,88.9,42,85.4,1,72.0,41.6,52.8,91.6,72.4,74.0,54.4,77.2,69.97167138810198,74.91525423728814,45.033112582781456,39.38223938223938,50.21645021645021,67.0,55.90374556137224,63.67112366841167,Good,1,0,2,geography,41.6,economy,91.6,6.006709780038837,0.9363400539472304,259.70285714285717,58.24310108003068,6.328876331588333,3,12.657752663176666,87.15,403.2,5.334,67.2,403.2,Low,Low,0.7132882466871544,0,0,4,1,1,1,1,1,1,1
581,34,Male,68,Engineering,32,4.8,39,0,4,1,1,1,0,10.8,11.3,8.5,10.3,17.5,10.8,11.2,4.7,85.2,19.2,5.5,10.0,13.8,9.3,56.4,0,7,82.3,14,73.7,0,43.2,45.2,34.0,41.2,70.0,43.2,44.8,18.8,54.39093484419264,18.64406779661017,33.11258278145696,53.28185328185329,40.25974025974026,42.550000000000004,39.93783579277066,41.766350737831196,Needs Improvement,7,2,0,artculture,18.8,sciencetech,70.0,7.201094954798482,1.0441587684457798,200.7742857142857,67.71806191685923,28.233649262168804,5,56.46729852433761,78.0,67.2,0.0,33.6,153.6,Medium,Medium,0.3661173456904197,1,1,2,0,1,1,0,0,1,1
582,34,Female,91,Commerce,13,7.4,47,5,1,1,1,1,1,15.1,11.7,11.1,5.5,20.4,16.7,13.1,11.9,105.7,31.0,17.5,22.4,12.4,12.4,93.1,1,7,55.8,25,91.7,1,60.4,46.8,44.4,22.0,81.6,66.8,52.4,47.6,87.8186968838527,59.32203389830508,74.17218543046357,47.876447876447884,53.67965367965368,52.75,64.5738035537446,56.29714106612337,Average,4,1,1,economy,22.0,sciencetech,81.6,6.702040603109925,1.172857105544237,309.36857142857133,50.25748923874146,13.702858933876627,4,27.405717867753253,73.75,185.0,2.7899999999999996,51.800000000000004,96.2,Low,Low,0.6034376411141922,0,1,1,1,1,1,0,0,1,1
583,24,Male,75,Arts,30,11.1,53,2,6,1,0,0,1,16.7,11.6,13.2,13.6,12.6,18.6,10.5,13.6,111.3,24.1,7.3,14.7,15.7,6.2,66.2,0,6,72.1,26,87.9,0,66.8,46.4,52.8,54.4,50.4,74.4,42.0,54.4,68.27195467422096,24.745762711864405,48.675496688741724,60.61776061776062,26.83982683982684,55.2,45.83016030648291,52.38904809194487,Average,2,0,0,currentaffairs,42.0,environment,74.4,4.329673396028502,0.9701675572582383,112.13714285714288,81.96978119157107,17.610951908055128,6,35.221903816110256,80.0,288.59999999999997,1.442,77.7,333.0,Medium,Medium,0.5397335107141439,1,0,0,0,1,1,1,0,1,0
584,25,Female,72,Medical,46,3.8,34,7,2,1,1,0,1,13.7,12.5,15.3,4.9,10.3,11.5,13.3,8.2,88.6,24.8,16.0,19.6,18.6,11.1,92.2,1,6,86.3,24,52.4,0,54.8,50.0,61.2,19.6,41.2,46.0,53.2,32.8,70.25495750708217,54.23728813559322,64.90066225165563,71.81467181467183,48.051948051948045,44.85,61.85190555219018,49.95057166565705,Average,4,2,0,economy,19.6,polity,61.2,10.406369097011886,1.4271591904473444,179.99714285714285,71.05876083590975,20.04942833434295,5,40.0988566686859,69.35,91.19999999999999,6.041,26.599999999999998,174.79999999999998,Low,Medium,0.49917619517305706,0,0,3,0,1,1,0,0,1,1
585,32,Female,59,Science,14,12.3,94,5,3,1,1,0,1,16.7,13.1,7.9,22.4,18.9,20.6,4.9,16.3,124.7,21.3,18.6,12.6,9.9,18.4,79.5,1,3,49.9,13,47.9,1,66.8,52.4,31.6,89.6,75.6,82.4,19.6,65.2,60.339943342776216,63.05084745762712,41.72185430463576,38.22393822393823,79.65367965367965,60.4,56.598052596531396,59.25941577895941,Average,2,2,3,currentaffairs,19.6,economy,89.6,4.455595171350331,0.6237833239890463,598.5371428571428,3.762880204337577,10.740584221040592,1,21.481168442081184,48.9,159.9,2.495,86.10000000000001,172.20000000000002,Low,Low,0.6496029489182799,0,0,4,1,1,0,1,0,1,1
586,30,Male,57,Arts,41,9.2,55,1,4,1,0,1,1,14.0,18.5,11.0,11.8,13.5,16.4,15.5,15.9,118.6,12.2,14.9,15.2,9.3,16.8,72.0,1,9,49.0,13,81.4,1,56.0,74.0,44.0,47.2,54.0,65.6,62.0,63.6,34.56090651558073,50.50847457627119,50.331125827814574,35.90733590733591,72.72727272727273,58.3,48.80702311085503,55.4521069332565,Average,2,0,0,polity,44.0,geography,74.0,5.436481071887893,0.9902161952367232,99.00571428571428,84.0811470100469,14.547893066743498,4,29.095786133486996,65.2,119.6,0.49,64.39999999999999,377.2,Medium,Low,0.5898810811397734,1,1,0,1,1,1,1,0,1,0
587,30,Female,77,Arts,28,8.8,88,7,4,0,1,1,0,18.4,10.2,16.6,15.5,14.0,14.5,12.5,14.2,115.1,16.1,21.0,13.1,6.1,13.9,71.5,1,4,48.7,15,70.1,1,73.6,40.8,66.4,62.0,56.0,58.0,50.0,56.8,45.60906515580737,71.1864406779661,43.377483443708606,23.552123552123554,60.17316017316017,57.95,48.779654600553165,55.19889638016595,Average,1,0,0,geography,40.8,history,73.6,5.6325404469557085,0.6202123188782691,99.31142857142856,84.03199206170554,14.801103619834052,5,29.602207239668104,59.4,132.0,3.4090000000000003,61.60000000000001,246.40000000000003,Medium,Low,0.5857911695324203,0,1,0,1,1,1,1,0,0,1
588,25,Male,80,Arts,15,6.4,39,4,2,1,0,0,0,10.8,8.7,7.4,8.9,8.6,8.3,8.0,10.6,69.7,28.4,22.7,10.6,15.4,10.6,86.1,1,7,50.7,24,34.9,0,43.2,34.8,29.6,35.6,34.4,33.2,32.0,42.4,80.45325779036827,76.94915254237287,35.099337748344375,59.45945945945946,45.887445887445885,35.65,59.56973068559817,42.82591920567945,Needs Improvement,8,5,0,polity,29.6,history,43.2,5.787286379145871,1.0706479801419861,22.96857142857143,96.30694738582959,27.174080794320552,2,54.348161588641105,42.8,153.60000000000002,2.028,44.800000000000004,96.0,Low,Medium,0.38266023769698204,1,0,0,0,1,1,0,0,1,0
